1517,8;1517,9;2127;1899,2;
1781,3;2092,1;2154,1;2257,4;
1431,5;1566,4;2567,9;2964,7;
1310,6;1849,3;2407,5;2201,2;
1703,1;1998;2326,2;2453,1;
1611,2;1547,9;2189,6;2368,3;
1514,3;2056;1779,6;2279,2;
1371,6;1771,9;3198,8;3144,8;
1693,2;1740,8;2109;2631,7;
1599,3;1650,3;2183;2189,6;
1356,7;1677,5;1814,5;1621,2;
1448,3;1776,4;2295,6;2253;
1329,7;2017,6;3003,6;2553,7;
1455,9;1992;1881,6;2506,9;
1310,1;1829,3;1796,4;2366,8;
1638,1;1817;1706,1;2406,4;
1534,2;1432,7;2322,5;2254,4;
1548,1;1871;2123,3;2944,7;
1560,8;1913,4;1567,5;2290,2;
1417,2;1541,7;2091,8;2825,4;
1449,3;1807,6;3116,3;2660,2;
1455,1;1829,7;2592,7;2259,4;
1635;2462,9;2075,6;1889,3;
1607,9;2141,5;1919,4;2266,4;
1360,1;1583;2448,4;1876,3;
1532,3;1693,3;1833,4;2099,8;
2299;1750,9;3085,6;2119,5;
2314,9;1803,8;2434;2259,6;
1286,8;2181,8;3031,5;2135,2;
1486,3;2081,8;2937,4;2149,3;
1858,8;1716,6;1915,2;2591,9;
1650,8;1621,2;2407;2593,6;
1306,7;2464,3;2582,5;1999,4;
1465,2;2106,3;2096,4;3254,1;
1592,2;2705,8;1974,4;2501,1;
1380,5;1670;2626,7;1957,1;
1429,9;1645,3;2392,1;3308,2;
2082,5;1845,6;2145,7;2152,1;
1858,1;2051,6;2039,3;1874,9;
1506,2;2064,9;1859,7;1981,2;
1084,6;1953,3;2275,4;3913,9;
1614,2;2174,1;1930,2;3491,5;
2222,7;1829,2;2164,7;2335,4;
1691,6;2082,1;1789,7;2380,9;
1331,9;2126,3;2141;2759,9;
2033;2000,8;2539,1;3414,4;
1678,3;3112,2;3082,4;2486,9;
2015,9;2055,9;2397,9;2656,7;
2136,9;1782,3;2943,3;2669,4;
1739,9;1867,7;1754,9;2494,6;
1752,7;2058,1;2604,4;3127,3;
1514,8;2764,9;2705,9;3017,9;
1974,6;2246,9;1867,9;3323,3;
2017,1;1647,5;3019,8;2103;
1580,5;2465,5;2890,9;2915,8;
1334;1864,6;1870,8;2793,4;
1260,9;1852,4;2337,7;2676,2;
1468,9;1952,3;2463,2;2114,3;
1749,5;1774,6;1952,1;2146,5;
1679,1;2671,8;1899;2238,2;
1589,9;2093,2;2124;2591,4;
2968,7;1910,1;2126,7;2482,6;
1574,9;1984,7;2260,2;2074,6;
1729,9;1998,2;2005,9;3526,6;
1731,8;2700;2160,7;2665,7;
2091,9;2481,4;1943,6;2277,8;
2189,9;1912,4;2100,6;2550,2;
1752,7;2129,7;2333,1;3096,7;
1483,3;2582,3;1898,9;2391,5;
1406,3;1647,4;2314,6;2260,3;
1353,2;1941,2;2260,8;2492;
1797,9;2114,5;1715,7;2387;
1314,6;1754,4;2017,3;2242,7;
2154,3;1686,9;2055,6;2646,2;
1518,5;2361,5;2396,4;2335,3;
1539,4;2242;2075,6;2181,6;
1626;1775;2214,2;2745,8;
1479,1;2164,9;1697,6;2365,1;
1764,5;2395,2;2281,5;2707,7;
1524,9;1837;2667,6;2099,9;
1557,4;1939,6;1691,5;2072,6;
1419,1;1902,8;2308,3;2377,8;
1341,3;1875,8;3334,4;3945,8;
1399,6;2410,5;3218,2;2719,7;
1482,5;3331,2;2238,2;2946,9;
1577;1434,7;1796,1;2238,4;
1727;2013,7;2188,2;2895,6;
2205,1;2176,3;2225,6;2852,8;
1595,1;1411,3;2040,9;2326,3;
1372,8;1949,9;1995,7;2487,1;
1563,3;2059,3;2611,2;2683,8;
1621,2;1625,4;2007,8;2438,4;
1829,3;2117;2390,3;2152,6;
1749,7;1756,3;1690,1;2040,6;
1661,1;2523,2;2926,5;2201,3;
1903,4;2240,7;1951,4;2822,8;
1460,9;1787,8;2057,3;3281,8;
1743,7;2020,9;2323,2;2635;
1506,9;2459,4;2091,9;3328,3;
1869,1;1981,6;2006,4;3618,1;
